N,Origin,Destination,year,mean_trueflows,median_trueflows,q2.5_trueflows,q97.5_trueflows
4728,Bolivia,Uruguay,2013,79,77,24,269
4729,Brazil,Uruguay,2013,1580,1677,459,5618
4730,Chile,Uruguay,2013,375,365,134,1048
4731,Colombia,Uruguay,2013,175,172,51,545
4732,Ecuador,Uruguay,2013,87,83,29,311
4733,Paraguay,Uruguay,2013,266,257,81,830
4734,Peru,Uruguay,2013,256,269,90,873
4735,Venezuela,Uruguay,2013,208,191,63,618
4736,USA,Uruguay,2013,2832,2821,979,8153
4737,Canada,Uruguay,2013,142,141,43,467
4738,Spain,Uruguay,2013,2571,2479,955,7887
4739,America,Uruguay,2013,501,500,177,1496
4740,Africa,Uruguay,2013,83,79,23,276
4741,Asia,Uruguay,2013,186,203,62,646
4742,Europe,Uruguay,2013,889,909,282,2808
4743,Oceania,Uruguay,2013,112,111,34,309
4744,Argentina,Venezuela,2013,542,548,176,1808
4745,Bolivia,Venezuela,2013,259,249,78,859
4746,Brazil,Venezuela,2013,792,784,258,2560
4747,Chile,Venezuela,2013,451,423,136,1243
4748,Colombia,Venezuela,2013,58811,60848,18051,189226
4749,Ecuador,Venezuela,2013,1092,1093,350,3281
4750,Paraguay,Venezuela,2013,52,55,13,153
4751,Peru,Venezuela,2013,1094,1119,352,3507
4752,Uruguay,Venezuela,2013,55,59,19,188
4753,USA,Venezuela,2013,2347,2327,862,6437
4754,Canada,Venezuela,2013,234,237,64,793
4755,Spain,Venezuela,2013,1532,1439,596,5711
4756,America,Venezuela,2013,11393,11980,3521,32300
4757,Africa,Venezuela,2013,1181,1176,345,3497
4758,Asia,Venezuela,2013,5709,5824,1613,14753
4759,Europe,Venezuela,2013,4737,4949,1490,14859
4760,Oceania,Venezuela,2013,340,345,117,987
4761,Bolivia,Argentina,2014,33439,34317,10398,112288
4762,Brazil,Argentina,2014,3353,3237,1258,9060
4763,Chile,Argentina,2014,2231,2171,889,6521
4764,Colombia,Argentina,2014,7567,7473,2150,23755
4765,Ecuador,Argentina,2014,1242,1202,401,4303
4766,Paraguay,Argentina,2014,78235,83823,24218,216603
4767,Peru,Argentina,2014,33745,32650,13725,99100
4768,Uruguay,Argentina,2014,2842,2803,1068,7531
4769,Venezuela,Argentina,2014,1670,1629,496,5043
4770,USA,Argentina,2014,3764,3783,1314,10372
4771,Canada,Argentina,2014,265,253,77,813
4772,Spain,Argentina,2014,2681,2529,555,8285
4773,America,Argentina,2014,2637,2693,916,7191
4774,Africa,Argentina,2014,435,421,184,1237
4775,Asia,Argentina,2014,3085,2992,1010,8965
4776,Europe,Argentina,2014,4960,5303,1691,12955
4777,Oceania,Argentina,2014,167,160,57,476
4778,Argentina,Bolivia,2014,7275,6762,2571,29214
4779,Brazil,Bolivia,2014,2861,2697,1150,8855
4780,Chile,Bolivia,2014,553,584,215,1844
4781,Colombia,Bolivia,2014,284,278,96,954
4782,Ecuador,Bolivia,2014,95,95,33,292
4783,Paraguay,Bolivia,2014,306,293,142,914
4784,Peru,Bolivia,2014,661,695,231,1682
4785,Uruguay,Bolivia,2014,25,23,9,81
4786,Venezuela,Bolivia,2014,95,92,25,322
4787,USA,Bolivia,2014,1122,1133,305,3828
4788,Canada,Bolivia,2014,66,68,22,292
4789,Spain,Bolivia,2014,4458,4357,1716,11951
4790,America,Bolivia,2014,689,690,193,2163
4791,Africa,Bolivia,2014,35,38,13,90
4792,Asia,Bolivia,2014,347,350,116,1024
4793,Europe,Bolivia,2014,973,998,379,3201
4794,Oceania,Bolivia,2014,22,23,6,64
4795,Argentina,Brazil,2014,1224,1313,365,3612
4796,Bolivia,Brazil,2014,7952,8070,2412,27925
4797,Chile,Brazil,2014,988,907,352,3110
4798,Colombia,Brazil,2014,1120,1120,307,3683
4799,Ecuador,Brazil,2014,330,307,104,1349
4800,Paraguay,Brazil,2014,18013,17993,5005,67071
4801,Peru,Brazil,2014,642,608,197,2248
4802,Uruguay,Brazil,2014,3088,2974,886,13416
4803,Venezuela,Brazil,2014,914,919,301,3426
4804,USA,Brazil,2014,21848,22982,9144,78886
4805,Canada,Brazil,2014,955,946,356,3233
4806,Spain,Brazil,2014,4347,4286,1469,12708
4807,America,Brazil,2014,1083,1108,350,3694
4808,Africa,Brazil,2014,2404,2490,632,7640
4809,Asia,Brazil,2014,15412,16338,4965,58157
4810,Europe,Brazil,2014,14412,13916,4312,57220
4811,Oceania,Brazil,2014,787,844,270,2187
4812,Argentina,Chile,2014,61283,59041,11070,370990
4813,Bolivia,Chile,2014,11486,11341,2205,72685
4814,Brazil,Chile,2014,1978,1951,982,4303
4815,Colombia,Chile,2014,17094,17337,3448,114190
4816,Ecuador,Chile,2014,23017,24953,4347,117420
4817,Paraguay,Chile,2014,505,504,246,1110
4818,Peru,Chile,2014,151693,159971,27480,722302
4819,Uruguay,Chile,2014,412,401,219,777
4820,Venezuela,Chile,2014,6877,6719,2869,16253
4821,USA,Chile,2014,2759,2760,1401,6551
4822,Canada,Chile,2014,578,554,319,1300
4823,Spain,Chile,2014,3726,3913,1859,6920
4824,America,Chile,2014,8400,8110,4038,20326
4825,Africa,Chile,2014,231,244,106,491
4826,Asia,Chile,2014,2340,2439,1074,4088
4827,Europe,Chile,2014,3961,4143,1970,7401
4828,Oceania,Chile,2014,810,821,379,1960
4829,Argentina,Colombia,2014,2256,2225,1092,5186
4830,Bolivia,Colombia,2014,207,202,102,446
4831,Brazil,Colombia,2014,1122,1138,553,2385
4832,Chile,Colombia,2014,1102,1031,500,3089
4833,Ecuador,Colombia,2014,3998,3969,1947,9812
4834,Paraguay,Colombia,2014,63,62,24,178
4835,Peru,Colombia,2014,933,949,401,2132
4836,Uruguay,Colombia,2014,76,76,25,180
4837,Venezuela,Colombia,2014,62049,63885,26659,141386
4838,USA,Colombia,2014,7268,7167,3198,21275
4839,Canada,Colombia,2014,804,772,335,1843
4840,Spain,Colombia,2014,5879,5790,2337,15791
4841,America,Colombia,2014,5154,5086,2196,11438
4842,Africa,Colombia,2014,248,250,115,548
4843,Asia,Colombia,2014,1136,1172,440,2524
4844,Europe,Colombia,2014,3826,3870,1589,10465
4845,Oceania,Colombia,2014,621,588,267,1513
4846,Argentina,Ecuador,2014,466,488,128,1521
4847,Bolivia,Ecuador,2014,125,120,40,383
4848,Brazil,Ecuador,2014,208,203,80,653
4849,Chile,Ecuador,2014,500,530,157,1369
4850,Colombia,Ecuador,2014,12116,12102,4250,32685
4851,Paraguay,Ecuador,2014,32,33,10,97
4852,Peru,Ecuador,2014,1979,1951,657,5603
4853,Uruguay,Ecuador,2014,27,28,12,66
4854,Venezuela,Ecuador,2014,791,836,283,2599
4855,USA,Ecuador,2014,5974,5815,1960,18426
4856,Canada,Ecuador,2014,203,200,64,782
4857,Spain,Ecuador,2014,6587,6510,1943,21888
4858,America,Ecuador,2014,1892,1991,588,5367
4859,Africa,Ecuador,2014,85,85,26,347
4860,Asia,Ecuador,2014,772,806,232,2163
4861,Europe,Ecuador,2014,2531,2639,766,9627
4862,Oceania,Ecuador,2014,2408,2494,628,7620
4863,Argentina,Paraguay,2014,26261,25656,4336,184470
4864,Bolivia,Paraguay,2014,255,271,52,1535
4865,Brazil,Paraguay,2014,2855,3070,433,14220
4866,Chile,Paraguay,2014,421,388,75,2597
4867,Colombia,Paraguay,2014,187,189,35,922
4868,Ecuador,Paraguay,2014,30,30,6,124
4869,Peru,Paraguay,2014,119,119,26,734
4870,Uruguay,Paraguay,2014,250,270,32,1226
4871,Venezuela,Paraguay,2014,43,42,8,224
4872,USA,Paraguay,2014,666,683,108,4238
4873,Canada,Paraguay,2014,82,89,16,372
4874,Spain,Paraguay,2014,163,159,23,907
4875,America,Paraguay,2014,328,301,62,1894
4876,Africa,Paraguay,2014,40,36,10,191
4877,Asia,Paraguay,2014,416,422,102,1780
4878,Europe,Paraguay,2014,568,569,110,2341
4879,Oceania,Paraguay,2014,7,7,1,29
4880,Argentina,Peru,2014,2872,2959,1294,6267
4881,Bolivia,Peru,2014,718,711,366,1561
4882,Brazil,Peru,2014,747,781,331,1472
4883,Chile,Peru,2014,1953,1991,970,3787
4884,Colombia,Peru,2014,1073,1055,548,2015
4885,Ecuador,Peru,2014,726,734,338,1583
4886,Paraguay,Peru,2014,76,73,35,164
4887,Uruguay,Peru,2014,82,82,40,176
4888,Venezuela,Peru,2014,4878,4843,2370,12100
4889,USA,Peru,2014,1904,1946,902,3778
4890,Canada,Peru,2014,165,170,75,347
4891,Spain,Peru,2014,1664,1647,781,3112
4892,America,Peru,2014,967,1030,367,1743
4893,Africa,Peru,2014,67,66,32,142
4894,Asia,Peru,2014,954,955,521,1964
4895,Europe,Peru,2014,1895,1838,871,4149
4896,Oceania,Peru,2014,91,93,42,200
4897,Argentina,Uruguay,2014,3270,3141,1130,10166
4898,Bolivia,Uruguay,2014,94,95,27,295
4899,Brazil,Uruguay,2014,1947,2023,481,6728
4900,Chile,Uruguay,2014,416,412,112,1685
4901,Colombia,Uruguay,2014,228,221,62,806
4902,Ecuador,Uruguay,2014,92,92,26,281
4903,Paraguay,Uruguay,2014,302,320,103,856
4904,Peru,Uruguay,2014,322,339,79,1220
4905,Venezuela,Uruguay,2014,235,243,76,702
4906,USA,Uruguay,2014,3382,3391,881,13123
4907,Canada,Uruguay,2014,173,176,49,584
4908,Spain,Uruguay,2014,3202,3208,1027,9872
4909,America,Uruguay,2014,560,580,196,1692
4910,Africa,Uruguay,2014,82,85,21,191
4911,Asia,Uruguay,2014,202,213,72,645
4912,Europe,Uruguay,2014,984,995,296,3372
4913,Oceania,Uruguay,2014,118,110,38,414
4914,Argentina,Venezuela,2014,655,615,187,2392
4915,Bolivia,Venezuela,2014,545,521,156,2063
4916,Brazil,Venezuela,2014,1037,1120,231,3440
4917,Chile,Venezuela,2014,597,582,226,2182
4918,Colombia,Venezuela,2014,69590,75644,16971,190550
4919,Ecuador,Venezuela,2014,1482,1480,503,4549
4920,Paraguay,Venezuela,2014,106,117,30,301
4921,Peru,Venezuela,2014,1305,1251,419,4361
4922,Uruguay,Venezuela,2014,91,94,28,312
4923,USA,Venezuela,2014,3404,3514,1289,10359
4924,Canada,Venezuela,2014,389,399,121,1268
4925,Spain,Venezuela,2014,2067,1938,689,7376
4926,America,Venezuela,2014,15734,16465,4197,52743
4927,Africa,Venezuela,2014,1902,1752,615,7491
4928,Asia,Venezuela,2014,7139,6701,1764,28548
4929,Europe,Venezuela,2014,6118,5854,1994,18513
4930,Oceania,Venezuela,2014,690,727,203,1927
4931,Bolivia,Argentina,2015,38646,41780,11715,108435
4932,Brazil,Argentina,2015,3404,3263,1373,9039
4933,Chile,Argentina,2015,2227,2216,664,6499
4934,Colombia,Argentina,2015,8516,8713,2470,24270
4935,Ecuador,Argentina,2015,1368,1403,477,4605
4936,Paraguay,Argentina,2015,88432,87532,27142,287010
4937,Peru,Argentina,2015,42843,42115,10468,135479
4938,Uruguay,Argentina,2015,3329,3452,1128,9184
4939,Venezuela,Argentina,2015,1875,1799,645,5754
4940,USA,Argentina,2015,4679,4560,1637,13899
4941,Canada,Argentina,2015,318,324,108,876
4942,Spain,Argentina,2015,3157,3091,947,9418
4943,America,Argentina,2015,3015,3087,970,8307
4944,Africa,Argentina,2015,518,564,129,2001
4945,Asia,Argentina,2015,3588,3821,1056,10042
4946,Europe,Argentina,2015,5967,5646,2382,14906
4947,Oceania,Argentina,2015,197,211,58,659
4948,Argentina,Bolivia,2015,10700,10504,3834,35200
4949,Brazil,Bolivia,2015,3485,3420,1365,11525
4950,Chile,Bolivia,2015,782,733,271,2381
4951,Colombia,Bolivia,2015,376,383,127,1091
4952,Ecuador,Bolivia,2015,136,135,48,338
4953,Paraguay,Bolivia,2015,423,408,140,1178
4954,Peru,Bolivia,2015,920,975,263,3626
4955,Uruguay,Bolivia,2015,40,39,14,132
4956,Venezuela,Bolivia,2015,119,119,40,364
4957,USA,Bolivia,2015,1711,1621,499,5515
4958,Canada,Bolivia,2015,96,94,35,301
4959,Spain,Bolivia,2015,6912,7447,1973,18911
4960,America,Bolivia,2015,915,901,302,3054
4961,Africa,Bolivia,2015,59,60,18,199
4962,Asia,Bolivia,2015,470,484,143,1257
4963,Europe,Bolivia,2015,1532,1461,584,3501
4964,Oceania,Bolivia,2015,33,34,11,88
4965,Argentina,Brazil,2015,1211,1303,303,3503
4966,Bolivia,Brazil,2015,8435,8316,2577,25010
4967,Chile,Brazil,2015,1219,1200,278,5396
4968,Colombia,Brazil,2015,1290,1248,400,4490
4969,Ecuador,Brazil,2015,334,332,78,1153
4970,Paraguay,Brazil,2015,21926,19914,7263,93266
4971,Peru,Brazil,2015,654,668,163,2286
4972,Uruguay,Brazil,2015,3304,3513,914,10994
4973,Venezuela,Brazil,2015,1031,1023,269,3243
4974,USA,Brazil,2015,25882,24957,7724,86364
4975,Canada,Brazil,2015,1074,1034,359,2883
4976,Spain,Brazil,2015,5216,4703,1482,17640
4977,America,Brazil,2015,954,982,269,3071
4978,Africa,Brazil,2015,2691,2605,646,8430
4979,Asia,Brazil,2015,16147,16124,4702,61351
4980,Europe,Brazil,2015,16651,16628,5378,56782
4981,Oceania,Brazil,2015,943,896,295,2962
4982,Argentina,Chile,2015,57979,55898,8998,403064
4983,Bolivia,Chile,2015,11431,11309,2588,97152
4984,Brazil,Chile,2015,1940,1845,906,4578
4985,Colombia,Chile,2015,18273,16801,4215,139898
4986,Ecuador,Chile,2015,25690,26535,5688,140235
4987,Paraguay,Chile,2015,570,565,285,1248
4988,Peru,Chile,2015,204658,191079,30274,1091969
4989,Uruguay,Chile,2015,419,425,185,935
4990,Venezuela,Chile,2015,9316,8855,4220,20889
4991,USA,Chile,2015,3178,3204,1509,7480
4992,Canada,Chile,2015,604,581,315,1163
4993,Spain,Chile,2015,3451,3472,1611,6930
4994,America,Chile,2015,11842,12031,5308,25373
4995,Africa,Chile,2015,259,248,139,508
4996,Asia,Chile,2015,2354,2329,1017,5169
4997,Europe,Chile,2015,4131,4075,1973,9723
4998,Oceania,Chile,2015,957,948,498,1940
4999,Argentina,Colombia,2015,2285,2309,947,5417
5000,Bolivia,Colombia,2015,216,209,109,567
5001,Brazil,Colombia,2015,1165,1138,479,3093
5002,Chile,Colombia,2015,1198,1253,501,2680
5003,Ecuador,Colombia,2015,3952,4112,1575,9395
5004,Paraguay,Colombia,2015,68,66,29,199
5005,Peru,Colombia,2015,937,952,436,2060
5006,Uruguay,Colombia,2015,94,97,33,202
5007,Venezuela,Colombia,2015,88139,82659,39806,214479
5008,USA,Colombia,2015,8148,8583,3530,19637
5009,Canada,Colombia,2015,882,870,335,2055
5010,Spain,Colombia,2015,5294,5283,1910,16325
5011,America,Colombia,2015,5259,5315,2216,12267
5012,Africa,Colombia,2015,292,299,124,541
5013,Asia,Colombia,2015,1159,1176,481,2835
5014,Europe,Colombia,2015,4520,4498,1752,10027
5015,Oceania,Colombia,2015,653,642,276,1504
5016,Argentina,Ecuador,2015,474,503,162,1356
5017,Bolivia,Ecuador,2015,125,121,47,406
5018,Brazil,Ecuador,2015,181,177,39,664
5019,Chile,Ecuador,2015,462,463,131,1393
5020,Colombia,Ecuador,2015,13300,13311,4532,31863
5021,Paraguay,Ecuador,2015,36,35,11,122
5022,Peru,Ecuador,2015,2300,2315,782,6615
5023,Uruguay,Ecuador,2015,26,27,6,84
5024,Venezuela,Ecuador,2015,675,672,228,2027
5025,USA,Ecuador,2015,5974,6085,1886,15685
5026,Canada,Ecuador,2015,215,216,57,829
5027,Spain,Ecuador,2015,7413,7558,2247,19591
5028,America,Ecuador,2015,1871,1859,607,5658
5029,Africa,Ecuador,2015,93,93,31,280
5030,Asia,Ecuador,2015,782,802,227,2853
5031,Europe,Ecuador,2015,2609,2659,733,8561
5032,Oceania,Ecuador,2015,3210,3154,1096,10091
5033,Argentina,Paraguay,2015,28392,28973,5956,140427
5034,Bolivia,Paraguay,2015,244,249,51,1147
5035,Brazil,Paraguay,2015,2571,2558,524,17931
5036,Chile,Paraguay,2015,416,454,71,2330
5037,Colombia,Paraguay,2015,155,165,20,981
5038,Ecuador,Paraguay,2015,32,31,6,180
5039,Peru,Paraguay,2015,124,117,22,674
5040,Uruguay,Paraguay,2015,254,254,42,1323
5041,Venezuela,Paraguay,2015,41,42,8,213
5042,USA,Paraguay,2015,718,676,154,4847
5043,Canada,Paraguay,2015,82,84,18,365
5044,Spain,Paraguay,2015,202,191,50,931
5045,America,Paraguay,2015,332,296,90,2389
5046,Africa,Paraguay,2015,42,42,8,301
5047,Asia,Paraguay,2015,398,392,83,2015
5048,Europe,Paraguay,2015,596,595,133,2820
5049,Oceania,Paraguay,2015,8,7,2,28
5050,Argentina,Peru,2015,2790,2792,1511,5847
5051,Bolivia,Peru,2015,703,723,311,1470
5052,Brazil,Peru,2015,689,687,368,1291
5053,Chile,Peru,2015,1837,1780,851,3594
5054,Colombia,Peru,2015,1099,1067,528,2791
5055,Ecuador,Peru,2015,697,700,340,1503
5056,Paraguay,Peru,2015,80,84,34,165
5057,Uruguay,Peru,2015,74,78,33,154
5058,Venezuela,Peru,2015,4143,3941,1771,9159
5059,USA,Peru,2015,1821,1869,818,3798
5060,Canada,Peru,2015,168,165,80,389
5061,Spain,Peru,2015,1715,1744,796,3685
5062,America,Peru,2015,876,877,464,2000
5063,Africa,Peru,2015,65,66,33,117
5064,Asia,Peru,2015,883,871,427,1823
5065,Europe,Peru,2015,1779,1768,832,4086
5066,Oceania,Peru,2015,84,85,42,182
5067,Argentina,Uruguay,2015,3532,3479,1074,16299
5068,Bolivia,Uruguay,2015,103,102,28,344
5069,Brazil,Uruguay,2015,1913,1899,554,6407
5070,Chile,Uruguay,2015,485,426,127,1756
5071,Colombia,Uruguay,2015,260,256,64,687
5072,Ecuador,Uruguay,2015,107,95,35,372
5073,Paraguay,Uruguay,2015,339,345,118,995
5074,Peru,Uruguay,2015,367,341,71,1400
5075,Venezuela,Uruguay,2015,259,230,65,1137
5076,USA,Uruguay,2015,4691,4879,1455,12913
5077,Canada,Uruguay,2015,206,196,67,715
5078,Spain,Uruguay,2015,3787,3857,1156,13139
5079,America,Uruguay,2015,594,578,171,1744
5080,Africa,Uruguay,2015,83,87,22,237
5081,Asia,Uruguay,2015,220,222,72,702
5082,Europe,Uruguay,2015,1091,1086,251,5069
5083,Oceania,Uruguay,2015,136,136,33,457
5084,Argentina,Venezuela,2015,617,642,189,2164
5085,Bolivia,Venezuela,2015,562,554,142,1909
5086,Brazil,Venezuela,2015,860,854,209,3518
5087,Chile,Venezuela,2015,575,568,219,1713
5088,Colombia,Venezuela,2015,71651,72996,22180,203294
5089,Ecuador,Venezuela,2015,1489,1516,445,5354
5090,Paraguay,Venezuela,2015,107,119,32,304
5091,Peru,Venezuela,2015,1389,1379,417,5178
5092,Uruguay,Venezuela,2015,87,82,27,320
5093,USA,Venezuela,2015,3759,3518,1153,13519
5094,Canada,Venezuela,2015,439,455,122,1610
5095,Spain,Venezuela,2015,2351,2142,644,8686
5096,America,Venezuela,2015,17839,17268,5266,58682
5097,Africa,Venezuela,2015,2139,2390,604,6045
5098,Asia,Venezuela,2015,7117,7432,2073,24810
5099,Europe,Venezuela,2015,6708,6789,2052,21343
5100,Oceania,Venezuela,2015,663,675,187,2413
5101,Bolivia,Argentina,2016,52966,53334,19769,177035
5102,Brazil,Argentina,2016,3766,3865,1200,11539
5103,Chile,Argentina,2016,2612,2650,875,8748
5104,Colombia,Argentina,2016,12413,12668,3001,40369
5105,Ecuador,Argentina,2016,1685,1630,425,6377
5106,Paraguay,Argentina,2016,118149,117315,39994,402994
5107,Peru,Argentina,2016,60058,62719,17007,157598
5108,Uruguay,Argentina,2016,3582,3811,930,10780
5109,Venezuela,Argentina,2016,4867,4814,1278,14610
5110,USA,Argentina,2016,5776,6336,1521,15727
5111,Canada,Argentina,2016,373,386,137,1178
5112,Spain,Argentina,2016,3884,3841,1185,11880
5113,America,Argentina,2016,4051,4239,1552,9078
5114,Africa,Argentina,2016,681,655,186,2624
5115,Asia,Argentina,2016,4301,4278,1340,14520
5116,Europe,Argentina,2016,7260,7191,2303,22632
5117,Oceania,Argentina,2016,230,264,54,709
5118,Argentina,Bolivia,2016,10492,10230,3202,32841
5119,Brazil,Bolivia,2016,3693,3737,1104,11147
5120,Chile,Bolivia,2016,834,897,251,2494
5121,Colombia,Bolivia,2016,437,395,150,1534
5122,Ecuador,Bolivia,2016,127,121,43,344
5123,Paraguay,Bolivia,2016,451,442,172,1509
5124,Peru,Bolivia,2016,965,929,334,3389
5125,Uruguay,Bolivia,2016,43,42,15,131
5126,Venezuela,Bolivia,2016,107,108,33,344
5127,USA,Bolivia,2016,1755,1738,506,6971
5128,Canada,Bolivia,2016,87,80,26,375
5129,Spain,Bolivia,2016,9224,9298,3061,28929
5130,America,Bolivia,2016,1026,999,378,2871
5131,Africa,Bolivia,2016,59,57,19,167
5132,Asia,Bolivia,2016,545,506,187,1738
5133,Europe,Bolivia,2016,1603,1549,563,5686
5134,Oceania,Bolivia,2016,38,39,11,111
5135,Argentina,Brazil,2016,1436,1434,377,4822
5136,Bolivia,Brazil,2016,12761,12969,3207,36981
5137,Chile,Brazil,2016,1639,1636,398,5427
5138,Colombia,Brazil,2016,1718,1596,510,6590
5139,Ecuador,Brazil,2016,431,414,130,1632
5140,Paraguay,Brazil,2016,29119,29199,4874,120277
5141,Peru,Brazil,2016,841,867,250,2611
5142,Uruguay,Brazil,2016,4657,4822,1350,15886
5143,Venezuela,Brazil,2016,1136,1155,344,4423
5144,USA,Brazil,2016,36784,34470,12022,133863
5145,Canada,Brazil,2016,1548,1557,390,5087
5146,Spain,Brazil,2016,7118,7756,1839,23730
5147,America,Brazil,2016,1444,1451,443,5182
5148,Africa,Brazil,2016,3577,3469,1093,19304
5149,Asia,Brazil,2016,22265,22549,7438,66073
5150,Europe,Brazil,2016,20855,20431,6587,63864
5151,Oceania,Brazil,2016,1378,1477,380,4784
5152,Argentina,Chile,2016,70950,78097,14830,392767
5153,Bolivia,Chile,2016,13415,13467,2460,75234
5154,Brazil,Chile,2016,2538,2447,1353,5611
5155,Colombia,Chile,2016,24724,22958,5291,286832
5156,Ecuador,Chile,2016,29449,28325,6415,161376
5157,Paraguay,Chile,2016,729,709,319,1476
5158,Peru,Chile,2016,260356,261866,35988,1220244
5159,Uruguay,Chile,2016,489,493,257,1026
5160,Venezuela,Chile,2016,15652,14811,6716,35414
5161,USA,Chile,2016,3744,3759,1501,9314
5162,Canada,Chile,2016,641,641,324,1238
5163,Spain,Chile,2016,4086,4003,1784,9660
5164,America,Chile,2016,20368,20013,8944,50228
5165,Africa,Chile,2016,318,323,152,719
5166,Asia,Chile,2016,2804,2898,1127,6419
5167,Europe,Chile,2016,5155,5141,1996,11862
5168,Oceania,Chile,2016,1046,1005,554,2057
5169,Argentina,Colombia,2016,2724,2697,1079,6193
5170,Bolivia,Colombia,2016,289,280,132,664
5171,Brazil,Colombia,2016,1353,1326,572,3709
5172,Chile,Colombia,2016,1533,1535,679,3415
5173,Ecuador,Colombia,2016,4694,4705,2032,12209
5174,Paraguay,Colombia,2016,75,79,27,179
5175,Peru,Colombia,2016,1065,1061,349,2811
5176,Uruguay,Colombia,2016,108,105,40,251
5177,Venezuela,Colombia,2016,184931,180973,80927,551578
5178,USA,Colombia,2016,8977,8459,4722,22125
5179,Canada,Colombia,2016,973,978,370,2396
5180,Spain,Colombia,2016,5659,5876,2194,13483
5181,America,Colombia,2016,6090,6038,2879,13874
5182,Africa,Colombia,2016,306,329,119,613
5183,Asia,Colombia,2016,1322,1321,557,2859
5184,Europe,Colombia,2016,4928,4858,1903,15733
5185,Oceania,Colombia,2016,850,841,329,1991
5186,Argentina,Ecuador,2016,570,563,158,1673
5187,Bolivia,Ecuador,2016,153,149,48,577
5188,Brazil,Ecuador,2016,222,236,58,619
5189,Chile,Ecuador,2016,590,617,163,1663
5190,Colombia,Ecuador,2016,16672,15923,6764,53891
5191,Paraguay,Ecuador,2016,38,36,13,156
5192,Peru,Ecuador,2016,3128,3034,1142,8919
5193,Uruguay,Ecuador,2016,30,31,11,98
5194,Venezuela,Ecuador,2016,731,655,243,2234
5195,USA,Ecuador,2016,7053,7416,2144,16251
5196,Canada,Ecuador,2016,236,218,75,942
5197,Spain,Ecuador,2016,11228,10779,4157,31653
5198,America,Ecuador,2016,2481,2574,872,6996
5199,Africa,Ecuador,2016,112,108,36,388
5200,Asia,Ecuador,2016,958,951,294,3010
5201,Europe,Ecuador,2016,3523,3300,1123,14454
5202,Oceania,Ecuador,2016,4246,4084,1240,13615
5203,Argentina,Paraguay,2016,38091,39774,7509,246361
