N,Origin,Destination,year,mean_trueflows,median_trueflows,q2.5_trueflows,q97.5_trueflows
4184,Bolivia,Paraguay,2010,205,210,57,695
4185,Brazil,Paraguay,2010,3085,3105,574,13317
4186,Chile,Paraguay,2010,348,346,98,1480
4187,Colombia,Paraguay,2010,120,120,25,444
4188,Ecuador,Paraguay,2010,21,23,3,98
4189,Peru,Paraguay,2010,125,125,30,532
4190,Uruguay,Paraguay,2010,205,193,53,1070
4191,Venezuela,Paraguay,2010,35,33,10,134
4192,USA,Paraguay,2010,470,450,117,1941
4193,Canada,Paraguay,2010,84,87,18,336
4194,Spain,Paraguay,2010,164,163,31,547
4195,America,Paraguay,2010,240,231,75,1057
4196,Africa,Paraguay,2010,34,33,9,155
4197,Asia,Paraguay,2010,378,354,96,1324
4198,Europe,Paraguay,2010,498,505,137,1971
4199,Oceania,Paraguay,2010,7,7,2,31
4200,Argentina,Peru,2010,2472,2269,1041,6739
4201,Bolivia,Peru,2010,694,718,283,1425
4202,Brazil,Peru,2010,711,716,342,1587
4203,Chile,Peru,2010,1533,1546,587,3766
4204,Colombia,Peru,2010,929,900,349,2619
4205,Ecuador,Peru,2010,631,626,264,1444
4206,Paraguay,Peru,2010,69,69,29,198
4207,Uruguay,Peru,2010,74,73,33,199
4208,Venezuela,Peru,2010,2056,2108,948,4829
4209,USA,Peru,2010,1902,1926,772,4413
4210,Canada,Peru,2010,181,188,69,372
4211,Spain,Peru,2010,1258,1316,567,2581
4212,America,Peru,2010,835,839,305,2056
4213,Africa,Peru,2010,71,74,27,169
4214,Asia,Peru,2010,981,998,403,2344
4215,Europe,Peru,2010,1800,1803,668,4429
4216,Oceania,Peru,2010,97,99,29,252
4217,Argentina,Uruguay,2010,2962,2953,1172,7288
4218,Bolivia,Uruguay,2010,71,72,35,164
4219,Brazil,Uruguay,2010,1545,1551,629,4190
4220,Chile,Uruguay,2010,299,301,129,712
4221,Colombia,Uruguay,2010,145,148,59,329
4222,Ecuador,Uruguay,2010,73,72,28,181
4223,Paraguay,Uruguay,2010,221,217,104,498
4224,Peru,Uruguay,2010,195,195,86,492
4225,Venezuela,Uruguay,2010,213,207,93,592
4226,USA,Uruguay,2010,2082,2081,775,5618
4227,Canada,Uruguay,2010,144,147,57,357
4228,Spain,Uruguay,2010,2420,2434,890,6070
4229,America,Uruguay,2010,552,541,242,1347
4230,Africa,Uruguay,2010,91,90,40,214
4231,Asia,Uruguay,2010,245,256,97,500
4232,Europe,Uruguay,2010,912,878,384,2314
4233,Oceania,Uruguay,2010,131,132,52,306
4234,Argentina,Venezuela,2010,444,454,182,1045
4235,Bolivia,Venezuela,2010,293,271,132,761
4236,Brazil,Venezuela,2010,705,709,267,1763
4237,Chile,Venezuela,2010,340,348,155,846
4238,Colombia,Venezuela,2010,42183,41556,17089,91977
4239,Ecuador,Venezuela,2010,943,919,409,2504
4240,Paraguay,Venezuela,2010,57,54,21,154
4241,Peru,Venezuela,2010,1090,1027,414,3155
4242,Uruguay,Venezuela,2010,53,51,22,154
4243,USA,Venezuela,2010,1674,1719,722,3825
4244,Canada,Venezuela,2010,215,212,85,574
4245,Spain,Venezuela,2010,1404,1478,529,4389
4246,America,Venezuela,2010,10790,10471,4536,29315
4247,Africa,Venezuela,2010,1125,1143,494,2537
4248,Asia,Venezuela,2010,3669,3483,1583,9421
4249,Europe,Venezuela,2010,3732,3908,1409,10095
4250,Oceania,Venezuela,2010,309,299,124,704
4251,Bolivia,Argentina,2011,22845,24098,5753,72846
4252,Brazil,Argentina,2011,2586,2564,865,8393
4253,Chile,Argentina,2011,2150,2124,701,5298
4254,Colombia,Argentina,2011,4451,4652,1479,11970
4255,Ecuador,Argentina,2011,767,734,334,1929
4256,Paraguay,Argentina,2011,39753,37240,16125,109733
4257,Peru,Argentina,2011,22565,22619,6940,82874
4258,Uruguay,Argentina,2011,2416,2272,952,7291
4259,Venezuela,Argentina,2011,1007,979,277,2742
4260,USA,Argentina,2011,2468,2470,937,6411
4261,Canada,Argentina,2011,189,195,65,592
4262,Spain,Argentina,2011,1951,1866,671,6457
4263,America,Argentina,2011,1980,2005,713,4662
4264,Africa,Argentina,2011,333,341,118,917
4265,Asia,Argentina,2011,1945,1905,563,5509
4266,Europe,Argentina,2011,3528,3614,1382,8396
4267,Oceania,Argentina,2011,130,138,40,388
4268,Argentina,Bolivia,2011,6773,6831,2930,13849
4269,Brazil,Bolivia,2011,3015,2906,1296,6486
4270,Chile,Bolivia,2011,568,571,254,1562
4271,Colombia,Bolivia,2011,225,221,105,601
4272,Ecuador,Bolivia,2011,92,95,43,216
4273,Paraguay,Bolivia,2011,232,240,95,502
4274,Peru,Bolivia,2011,656,643,295,1526
4275,Uruguay,Bolivia,2011,34,34,14,75
4276,Venezuela,Bolivia,2011,100,94,46,262
4277,USA,Bolivia,2011,1145,1185,437,2640
4278,Canada,Bolivia,2011,74,74,35,188
4279,Spain,Bolivia,2011,3972,4066,1683,10744
4280,America,Bolivia,2011,711,691,297,1591
4281,Africa,Bolivia,2011,48,47,20,125
4282,Asia,Bolivia,2011,335,343,154,743
4283,Europe,Bolivia,2011,959,925,444,2184
4284,Oceania,Bolivia,2011,24,24,12,63
4285,Argentina,Brazil,2011,1736,1710,592,5725
4286,Bolivia,Brazil,2011,6161,6263,1886,17675
4287,Chile,Brazil,2011,992,995,373,2420
4288,Colombia,Brazil,2011,1076,1026,342,3482
4289,Ecuador,Brazil,2011,300,293,86,908
4290,Paraguay,Brazil,2011,12692,13003,4776,40147
4291,Peru,Brazil,2011,965,997,272,2827
4292,Uruguay,Brazil,2011,2277,2263,674,7377
4293,Venezuela,Brazil,2011,746,774,213,2477
4294,USA,Brazil,2011,16956,17737,5011,52771
4295,Canada,Brazil,2011,876,943,310,3312
4296,Spain,Brazil,2011,3191,3312,1397,9548
4297,America,Brazil,2011,1427,1455,540,4180
4298,Africa,Brazil,2011,2586,2506,993,7857
4299,Asia,Brazil,2011,14787,14738,4653,48628
4300,Europe,Brazil,2011,16736,15444,5514,59814
4301,Oceania,Brazil,2011,715,708,200,2408
4302,Argentina,Chile,2011,48630,48966,11788,211034
4303,Bolivia,Chile,2011,9084,9070,2369,37614
4304,Brazil,Chile,2011,2375,2415,1028,5293
4305,Colombia,Chile,2011,11861,11783,3094,62585
4306,Ecuador,Chile,2011,16346,15512,3702,66448
4307,Paraguay,Chile,2011,587,587,244,1542
4308,Peru,Chile,2011,101248,102100,23669,390577
4309,Uruguay,Chile,2011,515,511,190,1207
4310,Venezuela,Chile,2011,7451,7185,2733,21593
4311,USA,Chile,2011,3210,3217,1200,8439
4312,Canada,Chile,2011,726,720,293,1641
4313,Spain,Chile,2011,3037,2972,1098,7729
4314,America,Chile,2011,9010,9209,3253,22270
4315,Africa,Chile,2011,333,341,112,806
4316,Asia,Chile,2011,2140,2050,983,5697
4317,Europe,Chile,2011,5137,4815,2256,15971
4318,Oceania,Chile,2011,950,1021,364,2333
4319,Argentina,Colombia,2011,2152,2110,746,6829
4320,Bolivia,Colombia,2011,240,233,93,681
4321,Brazil,Colombia,2011,1154,1110,414,3096
4322,Chile,Colombia,2011,1033,1057,367,2679
4323,Ecuador,Colombia,2011,4152,4023,1496,13717
4324,Paraguay,Colombia,2011,60,60,20,164
4325,Peru,Colombia,2011,1011,1018,368,2851
4326,Uruguay,Colombia,2011,100,95,35,284
4327,Venezuela,Colombia,2011,60672,60407,19296,176972
4328,USA,Colombia,2011,9122,9092,3234,26310
4329,Canada,Colombia,2011,789,750,360,2317
4330,Spain,Colombia,2011,4532,4715,1587,11179
4331,America,Colombia,2011,5604,5656,2128,17512
4332,Africa,Colombia,2011,311,307,107,893
4333,Asia,Colombia,2011,1312,1299,552,3343
4334,Europe,Colombia,2011,4406,4577,1297,14533
4335,Oceania,Colombia,2011,528,511,175,1620
4336,Argentina,Ecuador,2011,332,322,115,933
4337,Bolivia,Ecuador,2011,91,89,30,270
4338,Brazil,Ecuador,2011,166,168,49,479
4339,Chile,Ecuador,2011,375,367,113,1146
4340,Colombia,Ecuador,2011,9316,8886,3407,27460
4341,Paraguay,Ecuador,2011,21,22,8,55
4342,Peru,Ecuador,2011,1667,1674,616,4549
4343,Uruguay,Ecuador,2011,27,28,8,68
4344,Venezuela,Ecuador,2011,648,648,242,1713
4345,USA,Ecuador,2011,4150,4410,1308,10910
4346,Canada,Ecuador,2011,161,164,65,483
4347,Spain,Ecuador,2011,3950,4047,1521,11160
4348,America,Ecuador,2011,1412,1406,607,4230
4349,Africa,Ecuador,2011,65,66,25,197
4350,Asia,Ecuador,2011,506,497,176,1654
4351,Europe,Ecuador,2011,1994,1946,735,4993
4352,Oceania,Ecuador,2011,1239,1236,435,3530
4353,Argentina,Paraguay,2011,22884,23707,4295,119408
4354,Bolivia,Paraguay,2011,241,268,64,894
4355,Brazil,Paraguay,2011,3000,3046,636,13566
4356,Chile,Paraguay,2011,359,359,92,1921
4357,Colombia,Paraguay,2011,154,154,36,668
4358,Ecuador,Paraguay,2011,25,24,6,119
4359,Peru,Paraguay,2011,125,131,30,575
4360,Uruguay,Paraguay,2011,222,232,53,1039
4361,Venezuela,Paraguay,2011,41,41,11,160
4362,USA,Paraguay,2011,533,554,108,2994
4363,Canada,Paraguay,2011,86,90,19,411
4364,Spain,Paraguay,2011,187,179,45,844
4365,America,Paraguay,2011,267,261,62,1067
4366,Africa,Paraguay,2011,39,40,8,159
4367,Asia,Paraguay,2011,421,400,105,2281
4368,Europe,Paraguay,2011,545,516,171,1934
4369,Oceania,Paraguay,2011,7,7,1,23
4370,Argentina,Peru,2011,2970,3031,1196,7351
4371,Bolivia,Peru,2011,860,871,315,2413
4372,Brazil,Peru,2011,757,766,353,1686
4373,Chile,Peru,2011,1516,1432,615,3812
4374,Colombia,Peru,2011,938,975,426,2396
4375,Ecuador,Peru,2011,703,711,314,1558
4376,Paraguay,Peru,2011,78,80,29,189
4377,Uruguay,Peru,2011,87,92,33,234
4378,Venezuela,Peru,2011,2428,2387,931,7226
4379,USA,Peru,2011,1970,1973,767,4791
4380,Canada,Peru,2011,198,202,73,458
4381,Spain,Peru,2011,1437,1514,543,3504
4382,America,Peru,2011,860,867,380,1973
4383,Africa,Peru,2011,70,74,27,148
4384,Asia,Peru,2011,1126,1140,423,2685
4385,Europe,Peru,2011,1849,1843,721,4762
4386,Oceania,Peru,2011,88,88,35,209
4387,Argentina,Uruguay,2011,2866,2975,1061,7068
4388,Bolivia,Uruguay,2011,69,68,30,180
4389,Brazil,Uruguay,2011,1579,1509,542,4702
4390,Chile,Uruguay,2011,328,352,132,829
4391,Colombia,Uruguay,2011,155,147,53,385
4392,Ecuador,Uruguay,2011,65,63,24,167
4393,Paraguay,Uruguay,2011,224,221,90,636
4394,Peru,Uruguay,2011,214,224,81,550
4395,Venezuela,Uruguay,2011,207,202,80,553
4396,USA,Uruguay,2011,2147,2227,838,4964
4397,Canada,Uruguay,2011,143,132,61,345
4398,Spain,Uruguay,2011,2380,2266,960,6832
4399,America,Uruguay,2011,545,566,215,1341
4400,Africa,Uruguay,2011,83,85,33,189
4401,Asia,Uruguay,2011,236,226,96,591
4402,Europe,Uruguay,2011,806,816,286,1923
4403,Oceania,Uruguay,2011,116,110,53,336
4404,Argentina,Venezuela,2011,374,375,153,873
4405,Bolivia,Venezuela,2011,261,264,100,687
4406,Brazil,Venezuela,2011,574,583,210,1505
4407,Chile,Venezuela,2011,306,299,126,981
4408,Colombia,Venezuela,2011,40778,42834,15191,102311
4409,Ecuador,Venezuela,2011,825,842,324,2160
4410,Paraguay,Venezuela,2011,49,47,22,129
4411,Peru,Venezuela,2011,900,914,384,2048
4412,Uruguay,Venezuela,2011,58,58,21,150
4413,USA,Venezuela,2011,1509,1594,555,3585
4414,Canada,Venezuela,2011,149,151,58,322
4415,Spain,Venezuela,2011,1145,1153,519,2655
4416,America,Venezuela,2011,9126,9145,3563,24276
4417,Africa,Venezuela,2011,854,876,356,1920
4418,Asia,Venezuela,2011,3005,2822,1227,6771
4419,Europe,Venezuela,2011,3364,3313,1297,7814
4420,Oceania,Venezuela,2011,219,215,84,605
4421,Bolivia,Argentina,2012,25202,25822,8654,61006
4422,Brazil,Argentina,2012,2694,2743,973,8636
4423,Chile,Argentina,2012,2272,2328,820,5663
4424,Colombia,Argentina,2012,5670,5783,1915,17353
4425,Ecuador,Argentina,2012,874,901,233,2828
4426,Paraguay,Argentina,2012,47793,46762,15840,153271
4427,Peru,Argentina,2012,27088,27580,8721,97476
4428,Uruguay,Argentina,2012,2395,2446,805,6193
4429,Venezuela,Argentina,2012,1182,1139,393,3141
4430,USA,Argentina,2012,2868,2881,826,11513
4431,Canada,Argentina,2012,197,200,80,561
4432,Spain,Argentina,2012,2223,2223,840,7102
4433,America,Argentina,2012,2260,2330,990,4960
4434,Africa,Argentina,2012,362,385,117,1235
4435,Asia,Argentina,2012,2333,2267,820,6110
4436,Europe,Argentina,2012,3861,3867,1373,10432
4437,Oceania,Argentina,2012,154,151,46,505
4438,Argentina,Bolivia,2012,7380,7307,2865,19612
4439,Brazil,Bolivia,2012,2982,3022,1196,7904
4440,Chile,Bolivia,2012,648,650,234,1458
4441,Colombia,Bolivia,2012,282,289,102,622
4442,Ecuador,Bolivia,2012,108,111,49,229
4443,Paraguay,Bolivia,2012,239,229,101,664
4444,Peru,Bolivia,2012,705,683,300,1612
4445,Uruguay,Bolivia,2012,30,30,15,63
4446,Venezuela,Bolivia,2012,115,120,52,288
4447,USA,Bolivia,2012,1248,1240,549,2826
4448,Canada,Bolivia,2012,92,92,42,236
4449,Spain,Bolivia,2012,4105,4004,1625,10239
4450,America,Bolivia,2012,816,822,323,1901
4451,Africa,Bolivia,2012,47,48,22,106
4452,Asia,Bolivia,2012,356,352,148,837
4453,Europe,Bolivia,2012,1186,1195,571,2445
4454,Oceania,Bolivia,2012,29,29,13,58
4455,Argentina,Brazil,2012,1605,1649,405,4405
4456,Bolivia,Brazil,2012,6995,6929,2023,22575
4457,Chile,Brazil,2012,1002,982,266,3477
4458,Colombia,Brazil,2012,1091,1045,325,3426
4459,Ecuador,Brazil,2012,321,323,103,1037
4460,Paraguay,Brazil,2012,14399,14404,4325,47218
4461,Peru,Brazil,2012,812,795,288,2368
4462,Uruguay,Brazil,2012,2370,2379,710,6891
4463,Venezuela,Brazil,2012,909,971,276,2679
4464,USA,Brazil,2012,19407,19010,6465,56708
4465,Canada,Brazil,2012,919,1007,283,2527
4466,Spain,Brazil,2012,3878,3714,1318,11511
4467,America,Brazil,2012,1400,1393,474,3921
4468,Africa,Brazil,2012,2487,2375,901,7330
4469,Asia,Brazil,2012,16968,17207,5722,55182
4470,Europe,Brazil,2012,16082,15747,5208,61008
4471,Oceania,Brazil,2012,815,830,256,3132
4472,Argentina,Chile,2012,46389,40866,11672,209178
4473,Bolivia,Chile,2012,8845,9767,2294,41639
4474,Brazil,Chile,2012,2253,2222,847,5776
4475,Colombia,Chile,2012,11719,11252,3078,80571
4476,Ecuador,Chile,2012,17441,17459,4343,90113
4477,Paraguay,Chile,2012,520,534,249,1392
4478,Peru,Chile,2012,111453,117510,19221,434936
4479,Uruguay,Chile,2012,416,437,139,963
4480,Venezuela,Chile,2012,7216,7763,2630,16844
4481,USA,Chile,2012,2941,2918,1138,6485
4482,Canada,Chile,2012,634,648,288,1431
4483,Spain,Chile,2012,2959,2925,1091,7284
4484,America,Chile,2012,7731,7585,3047,19524
4485,Africa,Chile,2012,276,259,115,740
4486,Asia,Chile,2012,2130,2103,840,5512
4487,Europe,Chile,2012,4503,4659,1743,14585
4488,Oceania,Chile,2012,878,919,385,2043
4489,Argentina,Colombia,2012,2104,2260,791,4691
4490,Bolivia,Colombia,2012,248,250,95,743
4491,Brazil,Colombia,2012,1061,1042,433,2288
4492,Chile,Colombia,2012,1051,1067,429,2413
4493,Ecuador,Colombia,2012,4103,3921,1752,11988
4494,Paraguay,Colombia,2012,58,63,15,173
4495,Peru,Colombia,2012,996,1011,331,3066
4496,Uruguay,Colombia,2012,90,91,33,220
4497,Venezuela,Colombia,2012,69145,67579,24728,234855
4498,USA,Colombia,2012,8854,8090,3159,26517
4499,Canada,Colombia,2012,789,781,334,2040
4500,Spain,Colombia,2012,4631,4786,1712,11883
4501,America,Colombia,2012,5447,5494,2175,14796
4502,Africa,Colombia,2012,272,264,103,845
4503,Asia,Colombia,2012,1200,1167,424,3138
4504,Europe,Colombia,2012,4211,4335,1284,11746
4505,Oceania,Colombia,2012,589,616,190,1392
4506,Argentina,Ecuador,2012,332,325,112,915
4507,Bolivia,Ecuador,2012,96,100,24,264
4508,Brazil,Ecuador,2012,178,179,60,626
4509,Chile,Ecuador,2012,384,413,126,933
4510,Colombia,Ecuador,2012,9123,9019,3422,26901
4511,Paraguay,Ecuador,2012,23,21,8,62
4512,Peru,Ecuador,2012,1553,1549,474,3726
4513,Uruguay,Ecuador,2012,22,23,8,57
4514,Venezuela,Ecuador,2012,652,654,267,1908
4515,USA,Ecuador,2012,4497,4451,1829,11771
4516,Canada,Ecuador,2012,169,168,53,572
4517,Spain,Ecuador,2012,4197,4432,1520,11226
4518,America,Ecuador,2012,1321,1403,453,3582
4519,Africa,Ecuador,2012,62,62,22,186
4520,Asia,Ecuador,2012,537,525,178,1550
4521,Europe,Ecuador,2012,1916,1948,540,6211
4522,Oceania,Ecuador,2012,1367,1323,503,4558
4523,Argentina,Paraguay,2012,24196,22847,6011,121755
4524,Bolivia,Paraguay,2012,215,215,54,1111
4525,Brazil,Paraguay,2012,3215,3241,622,16898
4526,Chile,Paraguay,2012,304,320,49,1591
4527,Colombia,Paraguay,2012,138,140,25,579
4528,Ecuador,Paraguay,2012,24,25,4,155
4529,Peru,Paraguay,2012,108,115,24,589
4530,Uruguay,Paraguay,2012,213,242,42,906
4531,Venezuela,Paraguay,2012,36,34,7,217
4532,USA,Paraguay,2012,546,534,118,2888
4533,Canada,Paraguay,2012,73,74,15,319
4534,Spain,Paraguay,2012,161,162,44,897
4535,America,Paraguay,2012,285,292,56,1144
4536,Africa,Paraguay,2012,37,35,8,218
4537,Asia,Paraguay,2012,367,365,81,1732
4538,Europe,Paraguay,2012,509,547,105,2212
4539,Oceania,Paraguay,2012,6,6,2,36
4540,Argentina,Peru,2012,2799,2800,1159,6264
4541,Bolivia,Peru,2012,766,725,301,1839
4542,Brazil,Peru,2012,706,745,290,1526
4543,Chile,Peru,2012,1625,1673,686,4290
4544,Colombia,Peru,2012,889,878,378,2422
4545,Ecuador,Peru,2012,610,628,262,1553
4546,Paraguay,Peru,2012,64,64,24,157
4547,Uruguay,Peru,2012,74,73,31,218
4548,Venezuela,Peru,2012,2643,2705,846,7871
4549,USA,Peru,2012,1727,1648,731,4744
4550,Canada,Peru,2012,166,164,61,488
4551,Spain,Peru,2012,1267,1243,521,2709
4552,America,Peru,2012,772,744,311,1934
4553,Africa,Peru,2012,59,60,22,166
4554,Asia,Peru,2012,921,941,304,2308
4555,Europe,Peru,2012,1504,1542,434,4128
4556,Oceania,Peru,2012,69,70,27,157
4557,Argentina,Uruguay,2012,2873,3035,821,9151
4558,Bolivia,Uruguay,2012,70,65,21,231
4559,Brazil,Uruguay,2012,1649,1605,581,5554
4560,Chile,Uruguay,2012,314,336,88,1188
4561,Colombia,Uruguay,2012,161,162,44,601
4562,Ecuador,Uruguay,2012,76,71,25,260
4563,Paraguay,Uruguay,2012,231,250,84,621
4564,Peru,Uruguay,2012,229,229,91,723
4565,Venezuela,Uruguay,2012,188,179,53,633
4566,USA,Uruguay,2012,2268,2394,789,5988
4567,Canada,Uruguay,2012,142,142,43,445
4568,Spain,Uruguay,2012,2214,2174,665,6703
4569,America,Uruguay,2012,528,469,185,2055
4570,Africa,Uruguay,2012,89,94,30,245
4571,Asia,Uruguay,2012,199,199,57,577
4572,Europe,Uruguay,2012,832,823,245,3422
4573,Oceania,Uruguay,2012,102,99,35,339
4574,Argentina,Venezuela,2012,310,322,98,762
4575,Bolivia,Venezuela,2012,155,167,44,601
4576,Brazil,Venezuela,2012,614,641,174,2609
4577,Chile,Venezuela,2012,443,465,136,1279
4578,Colombia,Venezuela,2012,42382,44151,12498,131959
4579,Ecuador,Venezuela,2012,1122,1135,386,3395
4580,Paraguay,Venezuela,2012,60,62,18,161
4581,Peru,Venezuela,2012,802,806,278,2311
4582,Uruguay,Venezuela,2012,59,57,21,188
4583,USA,Venezuela,2012,1882,1970,634,5715
4584,Canada,Venezuela,2012,97,92,27,339
4585,Spain,Venezuela,2012,1176,1135,395,4623
4586,America,Venezuela,2012,9433,9472,3769,27700
4587,Africa,Venezuela,2012,1246,1278,468,3284
4588,Asia,Venezuela,2012,4179,4059,1384,12301
4589,Europe,Venezuela,2012,3901,4071,1297,9617
4590,Oceania,Venezuela,2012,523,545,157,1697
4591,Bolivia,Argentina,2013,26902,27164,8757,85616
4592,Brazil,Argentina,2013,2841,2929,929,7938
4593,Chile,Argentina,2013,2323,2418,805,6322
4594,Colombia,Argentina,2013,6486,7106,1904,20545
4595,Ecuador,Argentina,2013,1030,984,351,2642
4596,Paraguay,Argentina,2013,56217,55400,22327,137171
4597,Peru,Argentina,2013,30447,29965,8750,103517
4598,Uruguay,Argentina,2013,2584,2556,848,7467
4599,Venezuela,Argentina,2013,1261,1266,441,4895
4600,USA,Argentina,2013,2966,3013,1053,7929
4601,Canada,Argentina,2013,221,224,85,594
4602,Spain,Argentina,2013,2340,2311,737,7362
4603,America,Argentina,2013,2341,2299,837,6057
4604,Africa,Argentina,2013,405,395,145,1219
4605,Asia,Argentina,2013,2545,2565,805,6969
4606,Europe,Argentina,2013,4234,4517,1774,11275
4607,Oceania,Argentina,2013,156,153,58,379
4608,Argentina,Bolivia,2013,7755,7838,1847,26233
4609,Brazil,Bolivia,2013,2961,2969,1061,6776
4610,Chile,Bolivia,2013,633,630,192,2059
4611,Colombia,Bolivia,2013,287,281,95,967
4612,Ecuador,Bolivia,2013,111,113,34,319
4613,Paraguay,Bolivia,2013,283,273,86,849
4614,Peru,Bolivia,2013,710,681,265,2378
4615,Uruguay,Bolivia,2013,30,32,10,80
4616,Venezuela,Bolivia,2013,104,99,40,304
4617,USA,Bolivia,2013,1228,1243,436,3027
4618,Canada,Bolivia,2013,79,79,29,224
4619,Spain,Bolivia,2013,4768,4781,1782,11785
4620,America,Bolivia,2013,742,761,203,2081
4621,Africa,Bolivia,2013,45,46,15,113
4622,Asia,Bolivia,2013,349,351,130,991
4623,Europe,Bolivia,2013,1068,1031,426,3154
4624,Oceania,Bolivia,2013,28,27,9,88
4625,Argentina,Brazil,2013,1407,1395,378,3901
4626,Bolivia,Brazil,2013,7084,7284,2632,21264
4627,Chile,Brazil,2013,979,977,308,3015
4628,Colombia,Brazil,2013,1077,1100,317,3228
4629,Ecuador,Brazil,2013,314,328,97,953
4630,Paraguay,Brazil,2013,13819,13818,3639,55053
4631,Peru,Brazil,2013,707,731,187,2257
4632,Uruguay,Brazil,2013,2490,2581,791,8160
4633,Venezuela,Brazil,2013,761,765,255,2415
4634,USA,Brazil,2013,19481,19227,6095,58658
4635,Canada,Brazil,2013,830,777,307,2349
4636,Spain,Brazil,2013,3492,3570,1068,12764
4637,America,Brazil,2013,1178,1210,358,3387
4638,Africa,Brazil,2013,2417,2495,722,8275
4639,Asia,Brazil,2013,14487,15224,4979,51319
4640,Europe,Brazil,2013,14190,13942,4765,41838
4641,Oceania,Brazil,2013,734,722,231,2808
4642,Argentina,Chile,2013,48327,43403,13269,195275
4643,Bolivia,Chile,2013,9003,8470,1730,77112
4644,Brazil,Chile,2013,1728,1697,934,3237
4645,Colombia,Chile,2013,13323,12944,3476,95418
4646,Ecuador,Chile,2013,21240,19585,4977,109327
4647,Paraguay,Chile,2013,463,450,218,993
4648,Peru,Chile,2013,132123,127465,23951,721184
4649,Uruguay,Chile,2013,401,402,181,867
4650,Venezuela,Chile,2013,4298,4214,2214,9077
4651,USA,Chile,2013,2422,2454,948,5199
4652,Canada,Chile,2013,550,561,222,1088
4653,Spain,Chile,2013,3576,3566,1841,7346
4654,America,Chile,2013,6433,6235,3496,13357
4655,Africa,Chile,2013,205,209,97,379
4656,Asia,Chile,2013,1868,1932,770,4510
4657,Europe,Chile,2013,3529,3622,1555,7874
4658,Oceania,Chile,2013,776,756,365,1582
4659,Argentina,Colombia,2013,2036,2101,631,4982
4660,Bolivia,Colombia,2013,227,226,74,625
4661,Brazil,Colombia,2013,1019,1015,392,2329
4662,Chile,Colombia,2013,1066,1093,371,2804
4663,Ecuador,Colombia,2013,4169,3885,1588,15049
4664,Paraguay,Colombia,2013,61,58,26,180
4665,Peru,Colombia,2013,926,899,367,2683
4666,Uruguay,Colombia,2013,91,96,33,289
4667,Venezuela,Colombia,2013,67616,63140,24231,175315
4668,USA,Colombia,2013,8591,8639,3270,22758
4669,Canada,Colombia,2013,709,748,256,2237
4670,Spain,Colombia,2013,4533,4623,1682,11317
4671,America,Colombia,2013,5140,4888,1900,14768
4672,Africa,Colombia,2013,270,259,103,719
4673,Asia,Colombia,2013,1227,1295,383,3190
4674,Europe,Colombia,2013,4297,4317,1425,12199
4675,Oceania,Colombia,2013,590,591,216,1917
4676,Argentina,Ecuador,2013,365,347,111,1315
4677,Bolivia,Ecuador,2013,100,96,31,267
4678,Brazil,Ecuador,2013,170,167,50,562
4679,Chile,Ecuador,2013,462,452,175,1435
4680,Colombia,Ecuador,2013,9973,9773,3742,32435
4681,Paraguay,Ecuador,2013,23,22,8,63
4682,Peru,Ecuador,2013,1775,1790,493,4851
4683,Uruguay,Ecuador,2013,23,24,8,65
4684,Venezuela,Ecuador,2013,582,576,182,1942
4685,USA,Ecuador,2013,4676,4479,1563,14327
4686,Canada,Ecuador,2013,170,161,57,594
4687,Spain,Ecuador,2013,5245,5354,1500,20218
4688,America,Ecuador,2013,1566,1475,541,3784
4689,Africa,Ecuador,2013,70,68,21,276
4690,Asia,Ecuador,2013,579,594,181,1808
4691,Europe,Ecuador,2013,1967,1985,626,5993
4692,Oceania,Ecuador,2013,1699,1641,571,5392
4693,Argentina,Paraguay,2013,23454,23216,4546,137396
4694,Bolivia,Paraguay,2013,229,242,53,1325
4695,Brazil,Paraguay,2013,2636,2629,668,12421
4696,Chile,Paraguay,2013,361,406,72,1481
4697,Colombia,Paraguay,2013,152,162,28,960
4698,Ecuador,Paraguay,2013,26,25,6,152
4699,Peru,Paraguay,2013,104,99,17,591
4700,Uruguay,Paraguay,2013,232,232,42,1111
4701,Venezuela,Paraguay,2013,40,40,8,203
4702,USA,Paraguay,2013,601,573,117,2839
4703,Canada,Paraguay,2013,77,76,19,309
4704,Spain,Paraguay,2013,172,164,31,792
4705,America,Paraguay,2013,331,319,70,1747
4706,Africa,Paraguay,2013,41,36,9,229
4707,Asia,Paraguay,2013,404,427,51,1815
4708,Europe,Paraguay,2013,583,641,99,2731
4709,Oceania,Paraguay,2013,7,7,2,32
4710,Argentina,Peru,2013,2668,2595,1496,5069
4711,Bolivia,Peru,2013,743,756,350,1766
4712,Brazil,Peru,2013,631,624,355,1138
4713,Chile,Peru,2013,1822,1817,839,4502
4714,Colombia,Peru,2013,908,896,353,1867
4715,Ecuador,Peru,2013,750,747,363,1402
4716,Paraguay,Peru,2013,69,71,34,149
4717,Uruguay,Peru,2013,70,72,30,147
4718,Venezuela,Peru,2013,4576,4625,2312,9118
4719,USA,Peru,2013,1785,1863,971,3734
4720,Canada,Peru,2013,155,155,78,315
4721,Spain,Peru,2013,1449,1469,643,3009
4722,America,Peru,2013,855,817,467,2051
4723,Africa,Peru,2013,64,65,29,128
4724,Asia,Peru,2013,933,990,453,1694
4725,Europe,Peru,2013,1764,1737,811,3958
4726,Oceania,Peru,2013,85,86,41,191
4727,Argentina,Uruguay,2013,2892,3136,633,9806
